subject,image_path,mask_path
20170404CH_SC_M04,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170404CH_SC_M04/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170404CH_SC_M04/masklesion_manual.nii
20190130CH_Exp2_M1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130CH_Exp2_M1/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190130CH_Exp2_M1/masklesion_manual.nii
20190321CH_Exp4_M27,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190321CH_Exp4_M27/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190321CH_Exp4_M27/masklesion_manual.nii
20180803CH_Exp9_M42,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M42/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M42/masklesion_manual.nii
20190820CH_Exp14_Senp7_M09,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820CH_Exp14_Senp7_M09/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820CH_Exp14_Senp7_M09/masklesion_manual.nii
20190205CH_Exp2_M23,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M23/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190205CH_Exp2_M23/masklesion_manual.nii
20190528CH_Exp5_7769,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7769/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7769/masklesion_manual.nii
20190220CH_Exp1_M49,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M49/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M49/masklesion_manual.nii
20170629CH_Exp6_ZFPtm1a_M27,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M27/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M27/masklesion_manual.nii
20180323CH_Exp3_Phag_M08,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M08/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M08/masklesion_manual.nii
20190320CH_Exp4_M16,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M16/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M16/masklesion_manual.nii
20191105CH_Exp8_M30,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M30/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M30/masklesion_manual.nii
20170712CH_Exp7_ZFPtm1a_M10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M10/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170712CH_Exp7_ZFPtm1a_M10/masklesion_manual.nii
20191106CH_Exp8_M39,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M39/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M39/masklesion_manual.nii
20190320CH_Exp4_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M20/masklesion_manual.nii
20170921CH_Exp09_M23,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M23/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M23/masklesion_manual.nii
20170628CH_Exp6_ZFPtm1a_M17,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M17/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M17/masklesion_manual.nii
20190319CH_Exp4_M4,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190319CH_Exp4_M4/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190319CH_Exp4_M4/masklesion_manual.nii
20190319CH_Exp4_M6,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190319CH_Exp4_M6/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190319CH_Exp4_M6/masklesion_manual.nii
20170405CH_SC_M19,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M19/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M19/masklesion_manual.nii
20170926CH_Exp8_M07,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170926CH_Exp8_M07/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170926CH_Exp8_M07/masklesion_manual.nii
20180711CH_Exp8_M12,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M12/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M12/masklesion_manual.nii
20191106CH_Exp8_M34,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M34/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M34/masklesion_manual.nii
20190528CH_Exp5_7752,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7752/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7752/masklesion_manual.nii
20170222CH_Exp3_zfp_M09,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M09/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M09/masklesion_manual.nii
20180711CH_Exp8_M15,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M15/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180711CH_Exp8_M15/masklesion_manual.nii
20190219CH_Exp1_M7,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M7/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M7/masklesion_manual.nii
20170921CH_Exp09_M13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M13/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M13/masklesion_manual.nii
20190206CH_Exp2_M38,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190206CH_Exp2_M38/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190206CH_Exp2_M38/masklesion_manual.nii
20170920CH_Exp09_M07,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M07/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170920CH_Exp09_M07/masklesion_manual.nii
20190220CH_Exp1_M45,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M45/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M45/masklesion_manual.nii
20170628CH_Exp6_ZFPtm1a_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M20/masklesion_manual.nii
20190820_Exp14_Senp7_M04,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820_Exp14_Senp7_M04/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190820_Exp14_Senp7_M04/masklesion_manual.nii
20181023CH_Exp13_M05,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M05/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M05/masklesion_manual.nii
20190221CH_Exp1_M60,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M60/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M60/masklesion_manual.nii
20181023CH_Exp13_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M03/masklesion_manual.nii
20170629CH_Exp6_ZFPtm1a_M26,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M26/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M26/masklesion_manual.nii
20180322CH_Exp3_Phag_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M03/masklesion_manual.nii
20180801CH_Exp9_M22,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180801CH_Exp9_M22/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180801CH_Exp9_M22/masklesion_manual.nii
20170921CH_Exp09_M17,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M17/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M17/masklesion_manual.nii
20180322CH_Exp3_Phag_M07,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M07/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180322CH_Exp3_Phag_M07/masklesion_manual.nii
20180803CH_Exp9_M35,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M35/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180803CH_Exp9_M35/masklesion_manual.nii
20170921CH_Exp09_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170921CH_Exp09_M14/masklesion_manual.nii
20190528CH_Exp5_7760,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7760/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190528CH_Exp5_7760/masklesion_manual.nii
20190206CH_Exp2_M39,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190206CH_Exp2_M39/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190206CH_Exp2_M39/masklesion_manual.nii
20170629CH_Exp6_ZFPtm1a_M31,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M31/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M31/masklesion_manual.nii
20170926CH_Exp8_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170926CH_Exp8_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170926CH_Exp8_M03/masklesion_manual.nii
20180802CH_Exp9_M30,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M30/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M30/masklesion_manual.nii
20190321CH_Exp4_M28,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190321CH_Exp4_M28/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190321CH_Exp4_M28/masklesion_manual.nii
20180323CH_Exp3_Phag_M13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M13/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180323CH_Exp3_Phag_M13/masklesion_manual.nii
20180710CH_Exp8_M04,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M04/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M04/masklesion_manual.nii
20191106CH_Exp8_M35,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M35/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191106CH_Exp8_M35/masklesion_manual.nii
20170627CH_Exp6_ZFPtm1a_M01,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M01/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M01/masklesion_manual.nii
20181023CH_Exp13_M07,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M07/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M07/masklesion_manual.nii
20180710CH_Exp8_M08,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M08/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M08/masklesion_manual.nii
20191030CH_Exp8_M15,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191030CH_Exp8_M15/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191030CH_Exp8_M15/masklesion_manual.nii
20180710CH_Exp8_M01,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M01/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M01/masklesion_manual.nii
20170714CH_Exp7_ZFPtm1a_M25,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170714CH_Exp7_ZFPtm1a_M25/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170714CH_Exp7_ZFPtm1a_M25/masklesion_manual.nii
20190827CH_Exp14_NEX_M24,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp14_NEX_M24/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190827CH_Exp14_NEX_M24/masklesion_manual.nii
20181024CH_Exp13_M20,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181024CH_Exp13_M20/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181024CH_Exp13_M20/masklesion_manual.nii
20170223CH_Exp3_zf_M15,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170223CH_Exp3_zf_M15/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170223CH_Exp3_zf_M15/masklesion_manual.nii
20170927CH_Exp8_M18,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170927CH_Exp8_M18/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170927CH_Exp8_M18/masklesion_manual.nii
20190129CH_Exp2_M07,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190129CH_Exp2_M07/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190129CH_Exp2_M07/masklesion_manual.nii
20190319CH_Exp4_M8,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190319CH_Exp4_M8/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190319CH_Exp4_M8/masklesion_manual.nii
20191029CH_Exp8_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191029CH_Exp8_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191029CH_Exp8_M03/masklesion_manual.nii
20190320CH_Exp4_M11,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M11/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190320CH_Exp4_M11/masklesion_manual.nii
20180802CH_Exp9_M25,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M25/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M25/masklesion_manual.nii
20190220CH_Exp1_M47,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M47/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190220CH_Exp1_M47/masklesion_manual.nii
20190221CH_Exp1_M58,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M58/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190221CH_Exp1_M58/masklesion_manual.nii
20170628CH_Exp6_ZFPtm1a_M19,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M19/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M19/masklesion_manual.nii
20181023CH_Exp13_M10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M10/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20181023CH_Exp13_M10/masklesion_manual.nii
20190821CH_Exp14_Senp7_M18,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190821CH_Exp14_Senp7_M18/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190821CH_Exp14_Senp7_M18/masklesion_manual.nii
20180710CH_Exp8_M09,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M09/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180710CH_Exp8_M09/masklesion_manual.nii
20190219CH_Exp1_M8,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M8/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190219CH_Exp1_M8/masklesion_manual.nii
20170927CH_Exp8_M19,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170927CH_Exp8_M19/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170927CH_Exp8_M19/masklesion_manual.nii
20170627CH_Exp6_ZFPtm1a_M11,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M11/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170627CH_Exp6_ZFPtm1a_M11/masklesion_manual.nii
20190529CH_Exp5_7771,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7771/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20190529CH_Exp5_7771/masklesion_manual.nii
20170629CH_Exp6_ZFPtm1a_M22,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M22/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170629CH_Exp6_ZFPtm1a_M22/masklesion_manual.nii
20180802CH_Exp9_M26,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M26/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20180802CH_Exp9_M26/masklesion_manual.nii
20191105CH_Exp8_M27,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M27/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20191105CH_Exp8_M27/masklesion_manual.nii
20170222CH_Exp3_zfp_M03,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M03/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M03/masklesion_manual.nii
20170222CH_Exp3_zfp_M08,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M08/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170222CH_Exp3_zfp_M08/masklesion_manual.nii
20170404CH_SC_M05,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170404CH_SC_M05/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170404CH_SC_M05/masklesion_manual.nii
20170405CH_SC_M16,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M16/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170405CH_SC_M16/masklesion_manual.nii
20170628CH_Exp6_ZFPtm1a_M12,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M12/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M12/masklesion_manual.nii
20170628CH_Exp6_ZFPtm1a_M14,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M14/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M14/masklesion_manual.nii
20170628CH_Exp6_ZFPtm1a_M18,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M18/t2.nii,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/data_repository/data_charite/20170628CH_Exp6_ZFPtm1a_M18/masklesion_manual.nii
