scan_id,mouse_id,timepoint,image_path,mask_path,evaluation_mask_path,image_shape,mask_shape,spacing,orientation,geometry_status,mask_unique_values,mask_foreground_voxels,valid,exclusion_reason
POLYIC_20190619_mouse43__E3_P1,mouse-43,20190619,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190619_mouse43__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190619_mouse43__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190619_mouse43__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,118630,True,
POLYIC_20190619_mouse44__E4_P1,mouse-44,20190619,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190619_mouse44__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190619_mouse44__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190619_mouse44__E4_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,118932,True,
POLYIC_20190628_mouse30__E4_P1,mouse-30,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse30__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse30__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse30__E4_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,108951,True,
POLYIC_20190628_mouse31__E3_P1,mouse-31,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse31__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse31__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse31__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,116678,True,
POLYIC_20190628_mouse32__E3_P1,mouse-32,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse32__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse32__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse32__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,114393,True,
POLYIC_20190628_mouse33__E3_P1,mouse-33,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse33__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse33__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse33__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,113538,True,
POLYIC_20190628_mouse34__E6_P1,mouse-34,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse34__E6_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse34__E6_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse34__E6_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,111597,True,
POLYIC_20190628_mouse35__E3_P1,mouse-35,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse35__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse35__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse35__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,114523,True,
POLYIC_20190628_mouse36__E3_P1,mouse-36,20190628,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse36__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse36__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse36__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,118567,True,
POLYIC_20190629_polyic_mo__E3_P1,anonymous-POLYIC_20190629_polyic_mo__E3_P1,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,115920,True,
POLYIC_20190629_polyic_mo__E3_P1_1,anonymous-POLYIC_20190629_polyic_mo__E3_P1_1,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_1.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,120683,True,
POLYIC_20190629_polyic_mo__E3_P1_2,anonymous-POLYIC_20190629_polyic_mo__E3_P1_2,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_2.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,123815,True,
POLYIC_20190629_polyic_mo__E3_P1_3,anonymous-POLYIC_20190629_polyic_mo__E3_P1_3,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_3.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,115179,True,
POLYIC_20190629_polyic_mo__E3_P1_5,anonymous-POLYIC_20190629_polyic_mo__E3_P1_5,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E3_P1_5.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,117721,True,
POLYIC_20190629_polyic_mo__E4_P1_2,anonymous-POLYIC_20190629_polyic_mo__E4_P1_2,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E4_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E4_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E4_P1_2.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,121786,True,
POLYIC_20190629_polyic_mo__E4_P1_4,anonymous-POLYIC_20190629_polyic_mo__E4_P1_4,20190629,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E4_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E4_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E4_P1_4.nii.gz,180x180x38,180x180x38,0.1x0.1x0.4,LPS,original_geometry_valid,0;1,117811,True,
